SVFNR,POSTNR,HEITI_NF,HEITI_TGF,HUSMERKING
6613,641,Lækjarbakki,Lækjarbakka,
6613,641,Bjarkarlundur,Bjarkarlundi,29
6613,641,Bjarkarlundur,Bjarkarlundi,6
6613,641,Bjarkarlundur,Bjarkarlundi,16
6613,641,Bjarkarlundur,Bjarkarlundi,11
6613,641,Bjarkarlundur,Bjarkarlundi,12A
6000,600,Norðurslóð,Norðurslóð,2
6000,600,Norðurtangi,Norðurtanga,5
8721,806,Gjábakkaland,Gjábakkalandi,4
8721,806,Gjábakkaland,Gjábakkalandi,6
8721,806,Gjábakkaland,Gjábakkalandi,10
8613,861,Sámsstaðarbakki,Sámsstaðarbakka,
8614,851,Haukadalur,Haukadal,
0000,116,Jörfagrund,Jörfagrund,38
8200,800,Grenigrund,Grenigrund,32
0000,113,Ólafsgeisli,Ólafsgeisla,75
0000,113,Ólafsgeisli,Ólafsgeisla,71
0000,109,Bakkasel,Bakkaseli,29
0000,109,Bakkasel,Bakkaseli,31
0000,109,Bakkasel,Bakkaseli,33
0000,109,Bakkasel,Bakkaseli,35
0000,101,Bakkastígur,Bakkastíg,1
0000,101,Bakkastígur,Bakkastíg,4
0000,101,Baldursgata,Baldursgötu,1
0000,101,Baldursgata,Baldursgötu,4
0000,101,Baldursgata,Baldursgötu,6A
0000,101,Baldursgata,Baldursgötu,8
0000,101,Baldursgata,Baldursgötu,10
0000,101,Baldursgata,Baldursgötu,12
0000,101,Baldursgata,Baldursgötu,14
0000,101,Baldursgata,Baldursgötu,16
0000,101,Baldursgata,Baldursgötu,18
0000,101,Baldursgata,Baldursgötu,20
0000,101,Baldursgata,Baldursgötu,22
0000,101,Baldursgata,Baldursgötu,23
0000,101,Baldursgata,Baldursgötu,24A
0000,101,Baldursgata,Baldursgötu,25B
0000,101,Baldursgata,Baldursgötu,27
0000,101,Baldursgata,Baldursgötu,29
0000,101,Baldursgata,Baldursgötu,31
0000,101,Baldursgata,Baldursgötu,33
0000,101,Baldursgata,Baldursgötu,36
0000,101,Bankastræti,Bankastræti,2
0000,101,Bankastræti,Bankastræti,4
0000,101,Bankastræti,Bankastræti,6
0000,101,Bankastræti,Bankastræti,7A
0000,101,Bankastræti,Bankastræti,9
0000,101,Bankastræti,Bankastræti,11
8613,861,Ysti-Skáli,Ysta-Skála,2
8613,861,Steinar,Steinum,3
0000,110,Þingvað,Þingvaði,33
1400,221,Bjarkavellir,Bjarkavöllum,3
1000,203,Álfkonuhvarf,Álfkonuhvarfi,51
1000,203,Álfkonuhvarf,Álfkonuhvarfi,55
1000,203,Álfkonuhvarf,Álfkonuhvarfi,45
1000,203,Álfkonuhvarf,Álfkonuhvarfi,29
1000,203,Álfkonuhvarf,Álfkonuhvarfi,33
1000,203,Álfkonuhvarf,Álfkonuhvarfi,37
1300,225,Klukkuholt,Klukkuholti,7
1300,225,Klukkuholt,Klukkuholti,9
1300,225,Klukkuholt,Klukkuholti,11
1300,225,Klukkuholt,Klukkuholti,13
1300,225,Klukkuholt,Klukkuholti,15
1300,225,Klukkuholt,Klukkuholti,17
1300,225,Klukkuholt,Klukkuholti,19
1300,225,Klukkuholt,Klukkuholti,21
1300,225,Muruholt,Muruholti,1
1300,225,Muruholt,Muruholti,3
1300,225,Muruholt,Muruholti,6
1300,225,Muruholt,Muruholti,8
1300,225,Muruholt,Muruholti,10
1300,225,Lyngholt,Lyngholti,1
1300,225,Lyngholt,Lyngholti,3
1300,225,Lyngholt,Lyngholti,5
1300,225,Lyngholt,Lyngholti,7
1300,225,Lyngholt,Lyngholti,9
1300,225,Lyngholt,Lyngholti,11
1300,225,Lyngholt,Lyngholti,15
1300,225,Breiðabólstaðir,Breiðabólstöðum,
3609,320,Hallveigartröð,Hallveigartröð,10
3609,320,Fjárhústunga,Fjárhústungu,18
8710,845,Langholtsvegur,Langholtsvegi,
8710,845,Útlaginn,Útlaganum,
8710,845,Vesturbrún,Vesturbrún,1
1604,270,Engjavegur,Engjavegi,5
1604,270,Amsturdam,Amsturdam,3
1604,270,Engjavegur,Engjavegi,1
1604,271,Reykjahvoll,Reykjahvoli,10
0000,113,Víðimýri,Víðimýri,
6000,601,Hörpuland,Hörpulandi,2
0000,113,Grafarholt.,Grafarholti.,
0000,110,Laxalón,Laxalóni,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Kistuhylur,Kistuhyl,4
6000,601,Hörpuland,Hörpulandi,4
6000,601,Hörpuland,Hörpulandi,5
6000,601,Hörpuland,Hörpulandi,6
8000,900,Ásavegur,Ásavegi,28
8000,900,Ásavegur,Ásavegi,31
8000,900,Ásavegur,Ásavegi,33
8000,900,Áshamar,Áshamri,3A
8000,900,Áshamar,Áshamri,3C
8000,900,Áshamar,Áshamri,3E
8000,900,Áshamar,Áshamri,4
8000,900,Áshamar,Áshamri,6
8000,900,Áshamar,Áshamri,8
8000,900,Áshamar,Áshamri,10
8000,900,Áshamar,Áshamri,12
8000,900,Áshamar,Áshamri,15
8000,900,Áshamar,Áshamri,17
8000,900,Áshamar,Áshamri,19
8000,900,Áshamar,Áshamri,21
1000,203,Fellahvarf,Fellahvarfi,22
1000,203,Fellahvarf,Fellahvarfi,25
1000,203,Fellahvarf,Fellahvarfi,27
1000,203,Fellahvarf,Fellahvarfi,30
6000,600,Klettaborg,Klettaborg,36
6000,600,Klettaborg,Klettaborg,40
6000,600,Klettaborg,Klettaborg,44
6000,600,Klettaborg,Klettaborg,48
6000,600,Klettaborg,Klettaborg,52
6000,600,Klettaborg,Klettaborg,56
6000,600,Klettaborg,Klettaborg,60
6000,600,Klettaborg,Klettaborg,64
8200,800,Dverghólar,Dverghólum,22
8200,800,Dverghólar,Dverghólum,26
6513,605,Eyrarland,Eyrarlandi,
8716,810,Bjarkarheiði,Bjarkarheiði,35
8716,810,Bjarkarheiði,Bjarkarheiði,39
5613,546,Mánavík,Mánavík,
5716,561,Einimelur,Einimel,2B
5716,560,Víðilundur,Víðilundi,1
5716,560,Víðilundur,Víðilundi,4
5716,560,Víðilundur,Víðilundi,9
5716,551,Viðvík,Viðvík,
5716,551,Ásvegur,Ásvegi,4
5716,566,Stóra Gerði,Stóra Gerði,
5716,566,Draumaland,Draumalandi,
5716,570,Illugastaðir,Illugastöðum,
5716,570,Illugastaðir,Illugastöðum,
5716,570,Stóra-Holt,Stóra-Holti,
5716,566,Ljótsstaðir,Ljótsstöðum,
5508,531,Kolþernumýri,Kolþernumýri,
8200,800,Móstekkur,Móstekk,99
0000,113,Ólafsgeisli,Ólafsgeisla,67
0000,113,Ólafsgeisli,Ólafsgeisla,61
0000,113,Ólafsgeisli,Ólafsgeisla,77
0000,113,Ólafsgeisli,Ólafsgeisla,81
0000,113,Ólafsgeisli,Ólafsgeisla,85
0000,113,Ólafsgeisli,Ólafsgeisla,89
0000,113,Ólafsgeisli,Ólafsgeisla,93
0000,113,Ólafsgeisli,Ólafsgeisla,97
0000,113,Ólafsgeisli,Ólafsgeisla,101
0000,113,Ólafsgeisli,Ólafsgeisla,105
0000,113,Ólafsgeisli,Ólafsgeisla,109
1300,225,Hólmatún,Hólmatúni,12
1300,225,Hólmatún,Hólmatúni,16
1300,225,Hólmatún,Hólmatúni,18
1300,225,Hólmatún,Hólmatúni,26
1300,225,Hólmatún,Hólmatúni,28
1300,225,Hólmatún,Hólmatúni,30
1300,225,Hólmatún,Hólmatúni,32
1300,225,Hólmatún,Hólmatúni,34
1300,225,Hólmatún,Hólmatúni,36
1300,225,Hólmatún,Hólmatúni,38
1300,225,Hólmatún,Hólmatúni,40
1300,225,Hólmatún,Hólmatúni,41
3511,301,Eystri-Leirárgarðar,Eystri-Leirárgörðum,7
1300,225,Hólmatún,Hólmatúni,45
1300,225,Hólmatún,Hólmatúni,47
1300,225,Hólmatún,Hólmatúni,49
1300,225,Hólmatún,Hólmatúni,51
1300,225,Hólmatún,Hólmatúni,53
8721,806,Brú,Brú,
8721,806,Hellisgata,Hellisgötu,6
8721,806,Brúnavegur,Brúnavegi,10
8721,806,Dalbrún,Dalbrún,
2000,260,Tjarnabraut,Tjarnabraut,6E
8721,806,Drumboddsstaðir,Drumboddsstöðum,1
8721,806,Rjúpnavegur,Rjúpnavegi,7
8721,806,Hólavegur,Hólavegi,4
8721,806,Reykjavegur,Reykjavegi,14
8721,806,Rjúpnavegur,Rjúpnavegi,10
8721,806,Rjúpnavegur,Rjúpnavegi,6
1000,201,Háalind,Háulind,29
1000,201,Húsalind,Húsalind,4
1000,201,Húsalind,Húsalind,8
1000,201,Húsalind,Húsalind,12
1000,201,Húsalind,Húsalind,16
4911,512,Gervidalur,Gervidal,
2506,191,Grund,Grund,
2510,251,Skagabraut,Skagabraut,39
0000,110,Elliðavað,Elliðavaði,3
0000,110,Elliðavað,Elliðavaði,7
0000,112,Fannafold,Fannafold,135
0000,112,Fannafold,Fannafold,138
0000,112,Fannafold,Fannafold,140
0000,112,Fannafold,Fannafold,142
0000,112,Fannafold,Fannafold,145
0000,112,Fannafold,Fannafold,147
0000,112,Fannafold,Fannafold,149
0000,112,Fannafold,Fannafold,151
0000,112,Fannafold,Fannafold,154
0000,112,Fannafold,Fannafold,156
0000,112,Fannafold,Fannafold,158
0000,112,Fannafold,Fannafold,160
0000,112,Fannafold,Fannafold,162
0000,112,Fannafold,Fannafold,164
0000,112,Fannafold,Fannafold,166
0000,112,Fannafold,Fannafold,168
0000,112,Fannafold,Fannafold,170a
0000,112,Fannafold,Fannafold,173
0000,112,Fannafold,Fannafold,175
0000,112,Fannafold,Fannafold,177
0000,112,Fannafold,Fannafold,179
0000,112,Fannafold,Fannafold,181
0000,112,Fannafold,Fannafold,183
0000,112,Fannafold,Fannafold,185
0000,112,Fannafold,Fannafold,187
0000,112,Fannafold,Fannafold,189
0000,112,Fannafold,Fannafold,192
0000,112,Fannafold,Fannafold,195
0000,112,Fannafold,Fannafold,199
0000,112,Fannafold,Fannafold,205
0000,112,Fannafold,Fannafold,209
0000,112,Fannafold,Fannafold,213
0000,112,Fannafold,Fannafold,223
0000,112,Fannafold,Fannafold,225
0000,112,Fannafold,Fannafold,229
0000,112,Fannafold,Fannafold,235
0000,112,Fannafold,Fannafold,239
0000,112,Fannafold,Fannafold,243
8509,881,Rofabær,Rofabæ,1
0000,110,Kistuhylur,Kistuhyl,4
0000,110,Rafstöðvarvegur,Rafstöðvarvegi,17
6613,660,Klappahraun,Klappahrauni,11E
3713,342,Vegamót,Vegamótum,
3714,356,Fróðárheiði,Fróðárheiði,
3714,356,Sölvaslóð,Sölvaslóð,3
3714,356,Sölvaslóð,Sölvaslóð,7
3714,356,Sölvaslóð,Sölvaslóð,9
3714,356,Arnarstapi/tækjalóð,Arnarstapi/tækjalóð,
3714,360,Á Breiðinni,Á Breiðinni,
3714,356,Brimilsvellir,Brimilsvöllum,2
3714,360,Selhóll,Selhóli,2
3714,360,Selhóll,Selhóli,6
3714,360,Selhóll,Selhóli,7
2000,260,Leirdalur,Leirdal,27
2000,260,Leirdalur,Leirdal,31
2000,260,Leirdalur,Leirdal,34
2000,260,Leirdalur,Leirdal,36
2000,260,Leirdalur,Leirdal,38
2510,245,Breiðhóll,Breiðhóli,11
2510,245,Breiðhóll,Breiðhóli,14
2510,245,Breiðhóll,Breiðhóli,16
2510,245,Breiðhóll,Breiðhóli,18
2510,245,Breiðhóll,Breiðhóli,20
6250,626,Hreppsendaá,Hreppsendaá,
7300,715,Friðheimur,Friðheimi,
7400,710,Hafnargata,Hafnargötu,33
7400,710,Hafnargata,Hafnargötu,38B
7400,710,Hafnargata,Hafnargötu,34
7400,710,Strandarvegur,Strandarvegi,24
7400,710,Strandarvegur,Strandarvegi,23
7400,710,Ránargata,Ránargötu,5
7400,711,Fjarðarsel,Fjarðarseli,4
7400,711,Efri Stafdalur,Efri Stafdal,
7400,721,Úlfsstaðir,Úlfsstöðum,
5716,550,Eyrarvegur,Eyrarvegi,
5716,550,Eyrarvegur,Eyrarvegi,
7400,721,Hólaland,Hólalandi,
7400,721,Hólalandshjáleiga,Hólalandshjáleigu,
7400,720,Réttarholt,Réttarholti,
5716,550,Freyjugata,Freyjugötu,26A
5716,550,Lóð 66 á Gránumóum,Lóð 66 á Gránumóum,
5716,550,Laugatún,Laugatúni,14
8200,800,Austurvegur,Austurvegi,67
8200,800,Austurvegur,Austurvegi,1
8200,800,Bakkatjörn,Bakkatjörn,2
8200,800,Bakkatjörn,Bakkatjörn,4
8200,800,Bakkatjörn,Bakkatjörn,6
8200,800,Bakkatjörn,Bakkatjörn,9
8200,800,Bakkatjörn,Bakkatjörn,12
8200,800,Bakkatjörn,Bakkatjörn,15
8200,800,Bankavegur,Bankavegi,2
8200,800,Bankavegur,Bankavegi,4
8200,800,Bankavegur,Bankavegi,6
8200,800,Bankavegur,Bankavegi,8
8200,800,Baugstjörn,Baugstjörn,20
8200,800,Baugstjörn,Baugstjörn,22
8200,800,Baugstjörn,Baugstjörn,24
8719,805,Valhnjúkasund,Valhnjúkasundi,4
8719,805,Valhnjúkasund,Valhnjúkasundi,8
8719,805,Valhnjúkasund,Valhnjúkasundi,12
8719,805,Valhnjúkasund,Valhnjúkasundi,1
8719,805,Stokkasund,Stokkasundi,3
8719,805,Stokkasund,Stokkasundi,4
8719,805,Viðeyjarsund,Viðeyjarsundi,7
8719,805,Lundeyjarsund,Lundeyjarsundi,3
8719,805,Melhúsasund,Melhúsasundi,9
8719,805,Melhúsasund,Melhúsasundi,5
8719,805,Melhúsasund,Melhúsasundi,6
8719,805,Melhúsasund,Melhúsasundi,2
8719,805,Búðasund,Búðasundi,1
8719,805,Búðasund,Búðasundi,6
6400,620,Holt,Holti,
6400,621,Grásteinn,Grásteini,
6400,621,Reiðholt,Reiðholti,
6400,621,Skeggsstaðir,Skeggsstöðum,
6250,626,Auðnir,Auðnum,
6250,626,Litla-Sveit,Litlu-Sveit,
6250,626,Gvendargerði,Gvendargerði,
6250,626,Vermundarstaðir,Vermundarstöðum,
6250,626,Unaðsstaðir,Unaðsstöðum,
6400,621,Ytri-Vík,Ytri-Vík,
6400,621,Ytri-Vík,Ytri-Vík,
1000,201,Húsalind,Húsalind,20
1000,201,Húsalind,Húsalind,24
8719,805,Álfasteinssund,Álfasteinssundi,5
1000,200,Blikahjalli,Blikahjalla,3
1000,200,Blikahjalli,Blikahjalla,7
1000,200,Blikahjalli,Blikahjalla,11
1000,200,Blikahjalli,Blikahjalla,15
1000,201,Núpalind,Núpalind,2
8719,805,Birkibraut,Birkibraut,1a
1000,201,Lækjasmári,Lækjasmára,106
1000,200,Heiðarhjalli,Heiðarhjalla,6
1604,270,Hlíðarás,Hlíðarási,6A
0000,105,Kirkjusandur,Kirkjusandi,1
3714,356,Lækjarbakki,Lækjarbakka,5
0000,105,Gullteigur,Gullteigi,19
0000,105,Kirkjusandur,Kirkjusandi,3
0000,105,Kirkjusandur,Kirkjusandi,5
0000,105,Bolholt,Bolholti,6
1300,210,Rjúpnahæð,Rjúpnahæð,2
2000,260,Brekkustígur,Brekkustíg,11
1000,201,Galtalind,Galtalind,28
1400,220,Skútahraun,Skútahrauni,2A
0000,112,Breiðavík,Breiðuvík,65
3506,311,Hvammsskógur,Hvammsskógi,14
3506,311,Hvammsskógur,Hvammsskógi,15
8401,780,Sandbakki,Sandbakka,17
8401,780,Sandbakki,Sandbakka,20
6400,620,Skógarhólar,Skógarhólum,23A
6400,620,Skógarhólar,Skógarhólum,23C
0000,110,Brekkubær,Brekkubæ,13
0000,110,Brekkubær,Brekkubæ,17
1604,271,Minna-Mosfell,Minna-Mosfelli,
6250,625,Bylgjubyggð,Bylgjubyggð,2B
1604,270,Blíðubakki,Blíðubakka,3
1604,270,Blíðubakki,Blíðubakka,6
1604,270,Drífubakki,Drífubakka,3
0000,105,Sæbraut,Sæbraut,101
0000,112,Hverafold,Hverafold,27
1604,270,Skeljatangi,Skeljatanga,4
1604,270,Skeljatangi,Skeljatanga,8
1604,270,Skeljatangi,Skeljatanga,12
1604,270,Skeljatangi,Skeljatanga,16
1604,270,Skeljatangi,Skeljatanga,19
1604,270,Skeljatangi,Skeljatanga,20
8717,815,Laxabraut,Laxabraut,9
5508,531,Höfði,Höfða,
8200,800,Móstekkur,Móstekk,89
8200,800,Móstekkur,Móstekk,75
8509,881,Lága-Kotey,Lágu-Kotey,
8509,881,Eystri-Dalbær,Eystri-Dalbæ,
8509,880,Klausturvegur,Klausturvegi,
8509,881,Foss,Fossi,3
8509,881,Kálfafell,Kálfafelli,
8509,881,Heiðarsel,Heiðarseli,2
6613,650,Tröllasteinn,Tröllasteini,
7300,730,Búðareyri,Búðareyri,15
7300,730,Búðareyri,Búðareyri,8
7300,730,Búðargata,Búðargötu,1
7300,730,Búðargata,Búðargötu,4
7300,730,Búðargata,Búðargötu,5
7300,730,Ægisgata,Ægisgötu,6
7300,730,Strandgata,Strandgötu,7
7300,730,Hafnargata,Hafnargötu,6
7300,730,Búðareyri,Búðareyri,7
7300,730,Búðareyri,Búðareyri,4
7300,730,Búðareyri,Búðareyri,2
7300,730,Brekkugata,Brekkugötu,3
7300,730,Brekkugata,Brekkugötu,5
7300,730,Brekkugata,Brekkugötu,7
7300,730,Heiðarvegur,Heiðarvegi,15
7300,730,Heiðarvegur,Heiðarvegi,19
7300,730,Heiðarvegur,Heiðarvegi,16
0000,108,Álftamýri,Álftamýri,7
0000,108,Álftamýri,Álftamýri,9
0000,108,Álftamýri,Álftamýri,12
0000,108,Álftamýri,Álftamýri,15
0000,108,Álftamýri,Álftamýri,17
0000,108,Álftamýri,Álftamýri,19
0000,108,Álftamýri,Álftamýri,21
0000,108,Álftamýri,Álftamýri,24
0000,108,Álftamýri,Álftamýri,26
0000,108,Álftamýri,Álftamýri,28
0000,108,Álftamýri,Álftamýri,30
0000,108,Álftamýri,Álftamýri,32
0000,108,Álftamýri,Álftamýri,34
0000,108,Álftamýri,Álftamýri,36
0000,108,Álftamýri,Álftamýri,38
0000,105,Eskihlíð,Eskihlíð,18A
0000,105,Eskihlíð,Eskihlíð,21
0000,105,Eskihlíð,Eskihlíð,22A
0000,105,Eskihlíð,Eskihlíð,24
0000,105,Eskihlíð,Eskihlíð,29
0000,105,Eskihlíð,Eskihlíð,33
0000,105,Bugðulækur,Bugðulæk,11
8717,815,Finnsbúð,Finnsbúð,21
6000,603,Höfðamói,Höfðamóa,10
5716,550,Laugatún,Laugatúni,20
8722,803,Bitra,Bitru,
8722,803,Halakot III,Halakoti III,
8722,803,Klettholt,Klettholti,
8722,803,Hurðarbak,Hurðarbaki,2
8509,881,Hæðargarður,Hæðargarði,
8509,880,Iðjuvellir,Iðjuvöllum,7
